text,mentions,affect,commitment_label,weight
皆さん、まだ特に怪しいと感じるエージェントはいないようですね。@ミナト、@シュンイチ、@ミオ、 @シオン 、もう少し具体的な意見や観察があれば教えてください。これからの議論が重要ですので、どんどん発言してく,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ト、@シュンイチ、@ミオ、 @シオン 、もう少し具体的な意見""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ナト、@シュンイチ、@ミオ、 @シオン 、もう少し具体的な意""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""いないようですね。@ミナト、@シュンイチ、@ミオ、 @シオン""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""はいないようですね。@ミナト、@シュンイチ、@ミオ、 @シオ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""ね。@ミナト、@シュンイチ、@ミオ、 @シオン 、もう少し具""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""すね。@ミナト、@シュンイチ、@ミオ、 @シオン 、もう少し""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""ジェントはいないようですね。@ミナト、@シュンイチ、@ミオ、""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""ージェントはいないようですね。@ミナト、@シュンイチ、@ミオ""}]",P3,,
@ミオ、 @シオン 、@シズエ : 確かに、まだ特に怪しいエージェントはいないようですね。皆さんが気になる点や観察したことが,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ : 確かに""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ : 確か""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ : 確かに、まだ特に怪""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ : 確かに、まだ特に""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ""}]",P2,,
 @シュンイチ  : そうだね、具体的な意見や観察が出てくると、議論が進みやすくなると思う。私はまだ何も怪しいと感じてい,"[{""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  : そうだね、具""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  : そうだね、""}]",P2,,
@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さんがまだ特に怪しいと感じていないのは分かりましたが、具体的な観察や気になる点があれば、ぜひ教え,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""イチ、@ミナト、@シズエ、 @シオン 、皆さんがまだ特に怪し""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ンイチ、@ミナト、@シズエ、 @シオン 、皆さんがまだ特に怪""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さんが""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さん""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン""}]",P2,,
 @シュンイチ 、@ミナト、@ミオ、@シズエ、具体的な観察が出てくるのを待っていますが、私自身も皆さんの発言をしっか,"[{""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ンイチ 、@ミナト、@ミオ、@シズエ、具体的な観察が出てくる""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ュンイチ 、@ミナト、@ミオ、@シズエ、具体的な観察が出てく""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、具体的な観察が""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、具体的な観察""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、具体""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、具""}]",P3,,
@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見が大切です。何か気になる点や観察があれば、ぜひ共有してください。私たちが協力して進める,"[{""target"": ""シオン"", ""valence"": 1.0, ""raw"": ""ンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見が大切で""}, {""target"": ""シオン"", ""valence"": 1.0, ""raw"": ""ュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見が大切""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン ""}]",P5,,
@ミオ、 @シオン 、@シズエ、@ミナト、みんなの意見を聞きたいですね。具体的な観察や気になる点があれば、ぜひ共有してほ,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ、@ミナト、""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ、@ミナト""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ、@ミナト、みんなの意見""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ、@ミナト、みんなの意""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ、""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミオ、 @シオン 、@シズエ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""オ、 @シオン 、@シズエ、@ミナト、みんなの意見を聞きたい""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""ミオ、 @シオン 、@シズエ、@ミナト、みんなの意見を聞きた""}]",P3,,
 @シュンイチ  そうだね、みんなの意見を聞くのは大事だと思うよ。私もまだ特に怪しいとは感じていないけど、何か気になる,"[{""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  そうだね、みんな""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  そうだね、みん""}]",P3,,
@シュンイチ、@ミナト、@シズエ、 @シオン 、みんなの意見を聞くのは本当に大事ですね！具体的な観察や気になる点があれば、ぜひ教えてください。私も,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""イチ、@ミナト、@シズエ、 @シオン 、みんなの意見を聞くの""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ンイチ、@ミナト、@シズエ、 @シオン 、みんなの意見を聞く""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、みんなの""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、みんな""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン""}]",P4,,
 @シュンイチ  、@ミナト、@ミオ、@シズエ、皆さんの意見を聞けて嬉しいです。具体的に気になる点があれば、ぜひ教えて,"[{""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""イチ  、@ミナト、@ミオ、@シズエ、皆さんの意見を聞けて嬉""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ンイチ  、@ミナト、@ミオ、@シズエ、皆さんの意見を聞けて""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  、@ミナト、@ミ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  、@ミナト、@""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  、@ミナト、@ミオ、@シズエ、皆さんの意見を""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ  、@ミナト、@ミオ、@シズエ、皆さんの意見""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ  、@ミナト、@ミオ、@シズエ、皆さ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ  、@ミナト、@ミオ、@シズエ、皆""}]",P4,,
@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さんの意見を聞いて、今の状況をどう見ているのか知りたいです！特に気になる点や疑問があれば教えてく,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""イチ、@ミナト、@シズエ、 @シオン 、皆さんの意見を聞いて""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ンイチ、@ミナト、@シズエ、 @シオン 、皆さんの意見を聞い""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さんの""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さん""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン""}]",P3,,
@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見を聞くことができて嬉しいです。今の状況について、どのように感じていますか？特に気になる,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見を聞くこ""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見を聞く""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン ""}]",P4,,
@ミナト、@ミオ、 @シオン 、@シズエ、皆さんの意見を聞いて、今の状況についてどう感じていますか？特に気になる点や疑問があれば、,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ、皆さんの意""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ、皆さんの""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ナト、@ミオ、 @シオン 、@シズエ、皆さんの意見を聞いて、""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ミナト、@ミオ、 @シオン 、@シズエ、皆さんの意見を聞いて""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ、""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン ""}]",P3,,
 @シュンイチ 、@ミナト、@ミオ、@シズエ、皆さんの意見を聞けて嬉しいです。今の状況について、私も気になる点があり,"[{""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ンイチ 、@ミナト、@ミオ、@シズエ、皆さんの意見を聞けて嬉""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ュンイチ 、@ミナト、@ミオ、@シズエ、皆さんの意見を聞けて""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、皆さんの意見を""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、皆さんの意見""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、皆さ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、皆""}]",P4,,
@シュンイチ、@ミオ、@シズエ、 @シオン 、皆さんの意見を聞けて嬉しいです！今の状況について、私はまだ特に怪しいと思う人はいないけど、みんなの,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ンイチ、@ミオ、@シズエ、 @シオン 、皆さんの意見を聞けて""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ュンイチ、@ミオ、@シズエ、 @シオン 、皆さんの意見を聞け""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミオ、@シズエ、 @シオン 、皆さんの""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミオ、@シズエ、 @シオン 、皆さん""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミオ、@シズエ、""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミオ、@シズエ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミオ、@シズエ、 @シオン 、""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミオ、@シズエ、 @シオン ""}]",P3,,
@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さんの意見を聞いて、今の状況をどう見ているのか知りたいです！何か気になる点や疑問があれば、ぜひ教,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""イチ、@ミナト、@シズエ、 @シオン 、皆さんの意見を聞いて""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ンイチ、@ミナト、@シズエ、 @シオン 、皆さんの意見を聞い""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さんの""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン 、皆さん""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@シズエ、 @シオン""}]",P3,,
@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見を聞けて嬉しいです。具体的に気になる点や疑問があれば、ぜひ教えてください。私も今の状況,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見を聞けて""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""ュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意見を聞け""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの意""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、皆さんの""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン 、""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ、@ミナト、@ミオ、 @シオン ""}]",P4,,
@ミナト、@ミオ、 @シオン 、@シズエ、皆さんの意見を聞いて、現状をどう見ていますか？特に気になる点や、誰か怪しいと感じる人がい,"[{""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ、皆さんの意""}, {""target"": ""シオン"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ、皆さんの""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ナト、@ミオ、 @シオン 、@シズエ、皆さんの意見を聞いて、""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ミナト、@ミオ、 @シオン 、@シズエ、皆さんの意見を聞いて""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ、""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、@シズエ""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン 、""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@ミナト、@ミオ、 @シオン ""}]",P2,,
 @シュンイチ 、@ミナト、@ミオ、@シズエ、今の状況では、まだ怪しいと感じる人はいませんが、皆さんの発言から何かヒ,"[{""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ンイチ 、@ミナト、@ミオ、@シズエ、今の状況では、まだ怪し""}, {""target"": ""シズエ"", ""valence"": 0.0, ""raw"": ""ュンイチ 、@ミナト、@ミオ、@シズエ、今の状況では、まだ怪""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ""}, {""target"": ""シュンイチ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミ""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、今の状況では、""}, {""target"": ""ミオ"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、今の状況では""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、今の""}, {""target"": ""ミナト"", ""valence"": 0.0, ""raw"": ""@シュンイチ 、@ミナト、@ミオ、@シズエ、今""}]",P2,,
